insee_code,commune_name,percent_main_housing_year_2020,percent_secondary_housing_year_2020,percent_main_housing_year_2020,percent_vacant_year_2020,percent_single_family_home_year_2020,percent_homeownership_year_2020,percent_renting_year_2020,percent_social_housing_year_2020
86300,Yversay,97.8,0.9,1.3,0.4,99.6,92.3,6.8,0
87001,Aixe-sur-Vienne,87.4,1.4,11.2,23.5,76.2,70.5,27.9,11.1
87002,Ambazac,86,4.8,9.2,14.2,85.4,76.7,21.7,9
87003,Arnac-la-Poste,74.3,16.4,9.2,3.4,96.1,85.7,13,5.8
87004,Augne,52.3,30.4,17.3,0.8,99.2,88.7,9.7,0
87005,Aureil,92.9,3.1,4,0,100,90.7,8.1,0.7
87006,Azat-le-Ris,50.8,25.4,23.8,0.4,99.2,80.3,16.4,0
87007,Balledent,60.1,33.1,6.7,2.5,97.5,76.5,21.4,0
87008,La Bazeuge,62.4,24.8,12.8,0,100,78.5,16.9,0
87009,Beaumont-du-Lac,19,78.9,2.1,26.8,72.4,83.3,13.9,0
87011,Bellac,74,7.4,18.7,32.3,65.9,55.4,37.9,18.6
87012,Berneuil,74.5,11,14.4,3,97,76.5,19.4,0
87013,Bersac-sur-Rivalier,59.1,22,18.9,1.1,98.7,86.5,11.7,0.7
87014,Bessines-sur-Gartempe,81.6,8.6,9.7,13.6,86.2,65.6,31.9,16.2
87015,Beynac,92.6,2.5,4.9,0.4,99.6,89.3,9.6,0
87016,Les Billanges,59.4,25.7,14.9,0,99.5,89.1,10.3,0
87017,Blanzac,75.4,12.7,11.9,0.7,99.3,84.1,12.5,0
87018,Blond,62.7,20.8,16.6,3.2,96.6,86,10.9,0.6
87019,Boisseuil,95.8,0.9,3.3,4.1,95.9,87.9,11.6,4.5
87020,Bonnac-la-Côte,86.8,5,8.2,2.9,96.9,84.8,13.7,1.2
87021,Bosmie-l'Aiguille,93.2,1.1,5.7,3.2,96.6,87.1,11.5,4.7
87022,Breuilaufa,79.6,9.5,10.9,4,96,81.7,16.7,0
87023,Le Buis,78.1,17.5,4.4,0,100,85.4,13.5,0
87024,Bujaleuf,65.5,23,11.4,6.8,92.6,77.1,20.4,4.3
87025,Burgnac,94.8,1.2,4,1.5,98.5,92.7,7.3,0
87027,Bussière-Galant,68.6,22.8,8.6,1.1,98.5,85.9,12.7,0
87028,Val-d'Oire-et-Gartempe,56.2,31.2,12.5,4,95.8,83.2,15,3.3
87029,Les Cars,72.8,13.6,13.6,6.3,93.5,80.9,17.9,4.3
87030,Chaillac-sur-Vienne,91.9,4.4,3.7,0.5,99.3,89.6,8.8,0.7
87031,Le Chalard,67.7,19.4,12.9,0,97.7,88.3,8.9,0
87032,Châlus,69.9,12,18.1,13.1,85.1,74.1,23.8,3
87033,Chamboret,86.4,5.6,8.1,5.3,94.7,79.2,18.7,0.6
87034,Champagnac-la-Rivière,62.9,25.6,11.5,1.5,98,86,11.9,0
87035,Champnétery,76.4,11.6,12,0.3,98.7,83.9,11.3,0
87036,Champsac,68.8,24.3,6.9,1.5,97.8,86.5,12.5,0
87037,La Chapelle-Montbrandeix,63.6,29.6,6.8,1,99,84.1,13.5,0
87038,Chaptelat,94.9,1.9,3.2,2.6,97.1,85.3,13.9,3.5
87039,Château-Chervix,64.8,29.6,5.5,0.9,95,84.6,11.3,0
87040,Châteauneuf-la-Forêt,73,13.4,13.6,10.9,89,74.5,23.3,9.6
87041,Châteauponsac,68.1,16.7,15.2,8.7,89.4,76.1,21.5,6
87042,Le Châtenet-en-Dognon,72,19,9.1,0,99.2,76.9,20.4,0
87043,Cheissoux,58.2,33.3,8.5,0.6,97.7,77.7,18.4,0
87044,Chéronnac,62.9,25.9,11.2,1.5,98.5,88.3,10.4,0
87045,Cieux,75.2,13.7,11,3.7,95.9,86.6,13.2,2.1
87046,Cognac-la-Forêt,71.7,11.3,17,4.1,95.1,86.7,12.4,0.8
87047,Compreignac,80.8,11.4,7.9,2.5,97.5,85.1,12.6,1.1
87048,Condat-sur-Vienne,93.7,1.4,4.9,8.3,91.5,79.2,20.2,10.8
87049,Coussac-Bonneval,64.8,17.6,17.7,5.6,92.5,83.4,12.6,0.9
87050,Couzeix,92.8,0.8,6.4,14.5,84.8,75.4,23.5,7.3
87051,La Croisille-sur-Briance,58.4,28.6,13,2.2,97.1,84.8,13.9,1.2
87052,La Croix-sur-Gartempe,62.7,24.3,13.1,1.4,97.9,85.4,13.5,0
87053,Cromac,49,43.6,7.4,0.8,99.2,86.1,11.6,0
87054,Cussac,67.5,18.6,14,7.7,89.7,72.5,25.9,7.9
87056,Dinsac,73.6,15.3,11,0,100,88.8,7.1,0
87057,Dompierre-les-Églises,49.8,37.9,12.3,0.6,99.4,90.5,7.8,0
87058,Domps,48.3,36.7,15,0.8,97.5,79.3,15.5,0
87059,Le Dorat,67.8,9.6,22.6,18.4,81.4,69.9,29.3,7.3
87060,Dournazac,58.2,32.9,8.8,3.1,96.9,81.5,17,0
87061,Droux,53.9,29.5,16.6,0.9,98.2,88.6,9.1,0
87062,Eybouleuf,91.4,3.5,5,0.5,99.5,86.7,11.6,0
87063,Eyjeaux,86.3,5.5,8.2,1.3,98,85.7,13.2,2.1
87064,Eymoutiers,69.9,12,18.1,22.1,77.5,66.6,29.4,5
87065,Feytiat,94.2,1.4,4.4,13.4,86.4,72.3,27.1,13.3
87066,Flavignac,79.2,6.6,14.2,3.9,95.8,78.7,19.4,2.5
87067,Folles,62.8,24.6,12.6,1.4,98.3,89.3,7.7,0.5
87068,Fromental,69.9,16.6,13.5,2.8,96.3,86.8,10.5,1.8
87069,Gajoubert,53.2,14.6,32.2,1.5,97,81.4,12.9,0
87070,La Geneytouse,82,9.7,8.3,0,99.6,92.1,5.5,0.5
87071,Glandon,82.5,6,11.5,7.4,91.9,78.7,18.6,6.8
87072,Glanges,77.8,9.9,12.3,1,99,88.1,9.7,0
87073,Gorre,75,15,10,3.8,95.8,87.8,11.7,0
87074,Les Grands-Chézeaux,61.3,25.6,13.1,2.4,97.1,86.8,10.9,0
87075,Isle,93.2,1.1,5.7,28.1,71.7,66.5,32.6,15.6
87076,Jabreilles-les-Bordes,52.3,31.3,16.4,1.5,98.5,87.6,8.6,0
87077,Janailhac,81.3,10.3,8.4,3.5,96.5,78.8,17.9,0.9
87078,Javerdat,82.1,9.5,8.4,0.6,99.4,80.1,16.4,1.6
87079,La Jonchère-Saint-Maurice,72.9,12.9,14.1,9,90.6,75,22.5,1.7
87080,Jouac,49.9,35.7,14.4,2.3,97.7,77.5,19.1,0
87081,Jourgnac,91.8,1.8,6.3,0.4,99.6,90.4,8.9,0.9
87082,Ladignac-le-Long,70.4,15.1,14.5,1.1,98.2,86.7,10.3,0
87083,Laurière,63.3,20.2,16.6,6.1,88.2,73.8,23.3,2.2
87084,Lavignac,86,10.5,3.5,0,98.8,86.5,13.5,0
87085,Limoges,88.4,2.9,8.8,72,27.2,39.4,58.6,20.9
87086,Linards,69.7,7.6,22.7,4.5,95.5,80.3,19.1,1.6
87087,Lussac-les-Églises,52.3,26.3,21.4,5.9,93.7,73.4,24.7,8.1
87088,Magnac-Bourg,80.4,12,7.7,9.5,89,73.1,25.8,4.4
87089,Magnac-Laval,66.2,16.2,17.6,11.3,88.7,73,23.8,7.6
87090,Mailhac-sur-Benaize,61.3,33.3,5.4,1,99,89.4,6.7,0
87091,Maisonnais-sur-Tardoire,49,34.4,16.6,1.5,97.3,89.5,8.4,0
87092,Marval,44.9,41.8,13.3,1.5,93.4,87.9,5.3,0
87093,Masléon,69.2,18.9,11.9,5,95,83.5,14.4,0
87094,Meilhac,86,3,11,0.9,99.1,91.1,8.9,0
87095,Meuzac,72,16.2,11.7,2.4,96.3,83.9,12.8,0.3
87096,La Meyze,75.8,8.9,15.3,4,95.5,79.3,17.4,1.3
87097,Val d'Issoire,68,18,14,5.4,90.2,74.6,22.8,10
87099,Moissannes,76,15.3,8.7,0.6,97.2,83.1,12.5,0
87100,Montrol-Sénard,68.9,30,1.1,1.1,98.9,83.2,12.2,0
87101,Mortemart,62,25,13,8.3,84.3,71.6,25.4,3
87103,Nantiat,80.3,8.5,11.2,10.1,89.7,73.7,23.8,9.5
87104,Nedde,43.3,49.4,7.3,3.9,95.9,80.8,14.7,2.7
87105,Neuvic-Entier,75.5,13,11.6,4.5,95.3,84.4,12.8,0.6
87106,Nexon,83.1,7.4,9.4,15.7,84,71.5,27.2,4.2
87107,Nieul,90.7,3.1,6.2,8.9,91,78,20.4,7.2
87108,Nouic,62.1,20.2,17.7,3.5,95.2,83.2,12,1.2
87109,Oradour-Saint-Genest,53.5,33.8,12.7,0,100,83.8,12.7,3.4
87110,Oradour-sur-Glane,88.2,4.4,7.3,8,91.4,77,22.3,8
87111,Oradour-sur-Vayres,67.8,17.7,14.5,7.3,92,79.9,17.9,5.2
87112,Pageas,75.2,16,8.9,2,97.5,87.2,10.1,0
87113,Le Palais-sur-Vienne,95.4,0.7,3.9,16.9,82.7,77,22.3,15.2
87114,Panazol,95.7,0.6,3.7,17.1,82.8,71.4,28,15.7
87115,Pensol,54.6,32.6,12.8,0,100,90.7,9.3,0
87116,Peyrat-de-Bellac,80.4,7,12.6,0.6,99.4,85.5,12.3,0
87117,Peyrat-le-Château,51.9,30.7,17.4,6.9,92.4,74.2,23.4,3.4
87118,Peyrilhac,78.8,7.6,13.6,3,96.8,82.4,15,2.3
87119,Pierre-Buffière,82.7,6.7,10.6,14.2,85.6,72.9,26.1,8.8
87120,La Porcherie,60.7,22.1,17.2,1.5,97.8,81.6,12.7,0
87121,Rancon,55.3,27.9,16.8,1.6,98.4,83.8,14.2,0
87122,Razès,80.8,8.4,10.8,7.8,91.6,79.7,18.9,6
87123,Rempnat,55.2,42.3,2.5,2.7,96.4,72.8,18.5,0
87124,Rilhac-Lastours,76.7,16.9,6.4,0.8,99.2,85.1,9.9,0
87125,Rilhac-Rancon,93.9,1.8,4.3,1.6,98.2,86,12.9,4.8
87126,Rochechouart,75.4,10.8,13.9,11.1,88.5,76.6,21.1,4.6
87127,La Roche-l'Abeille,73.4,12.5,14.1,0.8,98.4,87,11.5,0
87128,Saint-Pardoux-le-Lac,65.3,25.8,8.9,1.1,98.6,84.9,13.8,2.9
87129,Royères,88.9,7.5,3.6,0.2,98.8,90.7,9.3,0.9
87130,Roziers-Saint-Georges,71.1,11.6,17.4,0.8,99.2,82.6,11.6,0
87131,Saillat-sur-Vienne,83.2,2.2,14.6,6.6,93.4,80.3,18.7,3.9
87132,Saint-Amand-le-Petit,68.4,18.2,13.4,1.2,98.8,87.9,12.1,0
87133,Saint-Amand-Magnazeix,65.2,28.6,6.2,0.8,98.6,83.9,12.2,0.9
87134,Sainte-Anne-Saint-Priest,58.6,33.6,7.8,0.8,99.2,85.3,12,0
87135,Saint-Auvent,74.5,14.9,10.6,1.5,98.3,86.2,12,1.6
87137,Saint-Bazile,56.2,14.9,28.9,2.5,87.6,91.2,8.8,0
87138,Saint-Bonnet-Briance,73.4,11.5,15.1,1.6,97.9,81.1,17.5,0.7
87139,Saint-Bonnet-de-Bellac,68.1,15.5,16.4,0.9,98.5,86.4,11.3,0
87140,Saint-Brice-sur-Vienne,88.1,4.8,7,2.2,97.4,86.6,12.2,1.6
87141,Saint-Cyr,75.5,10.6,13.9,1.9,97.4,87.9,11.1,0
87142,Saint-Denis-des-Murs,72.6,16.1,11.3,0,98.5,83.2,13.9,0
87143,Saint-Gence,91.5,3.2,5.3,2.8,97,88.2,10.8,4
87144,Saint-Genest-sur-Roselle,81.6,6.1,12.3,0.8,99.2,88.5,10,0
87145,Saint-Georges-les-Landes,65.5,18.8,15.7,1.5,97.4,83.7,14.7,0
87146,Saint-Germain-les-Belles,73.9,12.2,13.8,9.4,89.9,71.2,26.2,6.4
87147,Saint-Gilles-les-Forêts,58.7,33.1,8.3,0,100,96.6,3.4,0
87148,Saint-Hilaire-Bonneval,88.4,4.1,7.5,3.6,96.4,86.4,12.6,0.3
87149,Saint-Hilaire-la-Treille,57.6,21,21.3,1.9,97.1,82.1,15.1,0
87150,Saint-Hilaire-les-Places,79.4,12.6,8,2.8,96.2,83.9,13.9,0
87151,Saint-Jean-Ligoure,82,6.1,11.9,4.1,95.6,77.5,19.5,0
87152,Saint-Jouvent,83.7,9.2,7.1,3.9,95.9,87.3,11,2.6
87153,Saint-Julien-le-Petit,41.8,51.4,6.9,1.7,98,80.1,15.7,0
87154,Saint-Junien,87.8,2.1,10.2,33.2,66.7,57.3,40.9,19.5
87155,Saint-Junien-les-Combes,67.3,17.9,14.8,4.7,94.5,75.6,23.2,0
87156,Saint-Just-le-Martel,90,3,6.9,2.8,97.1,85,14.4,3.6
87157,Saint-Laurent-les-Églises,78.2,11,10.8,1.2,98.6,86.9,10.7,0
87158,Saint-Laurent-sur-Gorre,72.4,8.4,19.2,3.5,96,82.4,14.1,3
87159,Saint-Léger-la-Montagne,61.3,32.3,6.3,0.4,98.9,87.9,5.5,0
87160,Saint-Léger-Magnazeix,56.2,21.2,22.6,1.8,97.9,86.2,11,0
87161,Saint-Léonard-de-Noblat,81.9,5.2,12.9,27.1,72.7,63.3,34.4,12.8
87162,Sainte-Marie-de-Vaux,68.1,14.1,17.8,0.7,98.5,80.4,16.3,0
87163,Saint-Martial-sur-Isop,49.2,25,25.7,2.9,95.7,82.6,14.5,0
87164,Saint-Martin-de-Jussac,83.4,7.6,9,1.4,98.3,85.6,12.8,4.9
87165,Saint-Martin-le-Mault,53.9,38.3,7.8,0.8,99.2,91.3,5.8,0
87166,Saint-Martin-le-Vieux,86.5,3.8,9.6,2,97.5,87.9,11.1,0
87167,Saint-Martin-Terressus,74.2,16.1,9.6,1.3,98.1,82.1,16.1,0
87168,Saint-Mathieu,62.7,25.3,12.1,8.9,90.6,81.3,16.5,2
87169,Saint-Maurice-les-Brousses,91.2,2.2,6.6,1.8,98.2,88.2,10.1,0.7
87170,Saint-Méard,71.4,16,12.6,0.9,99.1,85.7,11.4,0
87172,Saint-Ouen-sur-Gartempe,69.6,16.1,14.3,0.6,98.8,85.7,13.4,0
87174,Saint-Paul,82.4,8,9.7,2,97.9,84,13.6,0
87176,Saint-Priest-Ligoure,77.8,14.1,8.1,1.9,97,82.9,15.9,0
87177,Saint-Priest-sous-Aixe,88.9,5.2,5.9,1.6,98.4,88.7,10,1.4
87178,Saint-Priest-Taurion,89.1,4.4,6.5,9,90.8,79.8,19.4,7.9
87179,Saint-Sornin-la-Marche,60.4,22.5,17.1,1.6,97.3,83.2,12.4,0
87180,Saint-Sornin-Leulac,64.9,21.5,13.6,3.3,96.7,82.1,17.1,2.9
87181,Saint-Sulpice-Laurière,67.8,14.4,17.8,11.4,88.5,77.5,19.4,5.2
87182,Saint-Sulpice-les-Feuilles,69.7,16.9,13.4,10.3,89.4,77.5,18.6,7.1
87183,Saint-Sylvestre,73.4,24,2.6,1.6,98.4,86.8,11.2,0
87185,Saint-Victurnien,84.4,5.2,10.4,3.9,96.1,86.4,12.9,4
87186,Saint-Vitte-sur-Briance,68.4,16.3,15.3,0.9,98.6,83.7,15,0
87187,Saint-Yrieix-la-Perche,82,5.6,12.4,23.1,76.7,67.2,30.7,7.4
87188,Saint-Yrieix-sous-Aixe,83,10.7,6.2,1.4,97.7,87.6,10.2,0
87189,Les Salles-Lavauguyon,46.2,39.8,14,6.3,93,87.1,11.8,0
87190,Sauviat-sur-Vige,73.9,11,15.2,7.8,86.1,72.2,25.6,4.7
87191,Séreilhac,86.3,3.9,9.8,3.7,95.6,80.3,16.9,2.4
87192,Solignac,88.4,4.4,7.1,12.1,87.2,78.7,18.2,6.2
87193,Surdoux,48,38,14,6,92,87.5,8.3,0
87194,Sussac,50,31.6,18.4,6.3,93.7,81.3,12.7,0
87195,Tersannes,54.8,33.9,11.3,0.9,99.1,77.3,22.7,0
87197,Thouron,83.2,10.9,5.9,3.3,95,84.9,13.1,1.2
87198,Vaulry,63,21.8,15.3,0.7,98.6,82.7,14.3,0
87199,Vayres,62.6,20.5,17,1.7,98.1,85.2,11.8,1.1
87200,Verneuil-Moustiers,56.6,28.9,14.5,3.4,96.6,78.8,18.2,0
87201,Verneuil-sur-Vienne,92.1,3.2,4.7,1.3,98.2,86.8,11.5,2.1
87202,Veyrac,89.3,3.6,7.2,0.2,99.7,89.3,9.4,1.2
87203,Vicq-sur-Breuilh,80.5,16.1,3.4,0.5,98.8,87.3,11.3,0
87204,Videix,42.6,43,14.3,2.5,96.6,92.1,5,0
87205,Le Vigen,92.1,1.8,6,2.4,97.5,87.6,11.4,0.2
87206,Villefavard,53.4,37.2,9.5,2.1,97.9,74.4,20.5,0
88001,Les Ableuvenettes,76.6,5.8,17.5,2.6,97.4,86.2,10.3,0
88002,Ahéville,85.6,4.8,9.6,6.6,93.4,84.6,11.5,0
88003,Aingeville,63.6,20.5,15.9,9.1,90.9,82.1,10.7,0
88004,Ainvelle,68.3,26.5,5.3,0,100,88.7,5.6,0
88005,Allarmont,46.9,45.5,7.6,6.3,92.4,80,18.4,0
88006,Ambacourt,86.8,5.3,7.9,15.6,84.4,82.8,17.2,0
88007,Ameuvelle,56.5,26.1,17.4,2.2,97.8,84.6,3.8,0
88008,Anglemont,89.9,0,10.1,20.5,79.5,61.4,34.3,0
88009,Anould,81.5,10.2,8.3,21.6,78.1,70.7,27.9,12.2
88010,Aouze,79.4,6.6,14.1,2.8,96.2,85.7,13.1,0
88011,Arches,87.7,1.8,10.5,34.6,65,63,36,14.1
88012,Archettes,89,1.2,9.8,19.9,79.4,77.6,20.8,0
88013,Aroffe,77.1,16.7,6.2,2.1,97.9,89.2,10.8,0
88014,Arrentès-de-Corcieux,61.4,32.1,6.6,9.9,87.6,90.5,8.1,0
88015,Attignéville,73,6.1,21,3.4,96.6,90.7,8.3,0.9
88016,Attigny,70.3,15.2,14.5,3.4,96.6,86.3,11.8,0
88017,Aulnois,80.6,9,10.3,1.3,98.7,82,16.4,0
88019,Autigny-la-Tour,81.5,14.1,4.3,3.1,96.9,87.2,10.3,0
88020,Autreville,88.8,1.1,10.1,15.7,84.3,65.8,32.9,0
88021,Autrey,90.1,2.7,7.2,7.1,92.9,75.4,22.5,0
88022,Auzainvilliers,85,1.9,13.1,11.4,88.6,83.1,14.6,0
88023,Avillers,87.7,8.2,4.1,4.6,95.4,91.4,8.6,0
88024,Avrainville,97.7,0,2.3,9.8,90.2,85,15,0
88025,Avranville,85.3,5.9,8.8,5.9,94.1,72.4,20.7,0
88026,Aydoilles,89.5,2.9,7.6,6.4,93.6,84.5,14.8,2.6
88027,Badménil-aux-Bois,93.8,1.6,4.7,6.2,92.3,80.3,18,0
88028,La Baffe,92.1,0.8,7.1,3.7,96.3,86.3,12.4,0
88029,La Vôge-les-Bains,54.7,29.8,15.4,36,63.5,74.3,22.3,7.2
88030,Bainville-aux-Saules,84,12,4,1.4,98.6,91.9,4.8,0
88031,Balléville,79.8,1.8,18.3,1.8,96.4,93.2,4.5,0
88032,Ban-de-Laveline,78,14.8,7.2,14.9,84.8,78.6,18.6,1
88033,Ban-de-Sapt,61.8,33.6,4.6,13.4,86.1,77.6,19,0
88035,Barbey-Seroux,65.1,29.1,5.8,9.3,89.5,75,25,0
88036,Barville,71,10.7,18.3,6.9,93.1,72.5,25,0
88037,Basse-sur-le-Rupt,61.2,33.2,5.6,14.6,84.9,82.6,16.1,0
88038,Battexey,71.6,9.5,18.9,0,100,86.7,6.7,0
88039,Baudricourt,88.6,3.4,8,3.3,96.7,91.8,7.5,0
88040,Bayecourt,92.6,0,7.4,18,82,80.4,17.8,0
88041,Bazegney,92.5,5.7,1.9,11.3,86.8,83.7,16.3,0
88042,Bazien,85.2,7.4,7.4,4.9,95.1,85.7,8.6,0
88043,Bazoilles-et-Ménil,82.3,8.8,8.8,3.5,96.5,93.6,4.3,0
88044,Bazoilles-sur-Meuse,90.1,2.3,7.6,8.6,90.4,77.6,21.3,8.8
88045,Beaufremont,74,16.7,9.3,3.7,96.3,90,10,0
88046,Beauménil,75.9,13.3,10.8,3.7,96.3,93.5,6.5,0
88047,Begnécourt,72.6,5.9,21.4,4.6,94.2,79.4,15.9,0
88048,Bellefontaine,79,8.4,12.5,6.9,92.9,84.1,11.9,1.2
88049,Belmont-lès-Darney,85.4,6.5,8.1,6.5,93.5,83,11.3,0
88050,Belmont-sur-Buttant,79.2,17.7,3.1,5.6,93.1,85.1,11.7,0
88051,Belmont-sur-Vair,87.9,0,12.1,12.2,87.8,89.5,10.5,0
88052,Belrupt,68.3,23.8,7.9,0,98.4,90.7,7,0
88053,Belval,56.5,33,10.4,12.2,87,81.5,15.4,0
88054,Bertrimoutier,81.6,7.5,11,8.1,91.9,88.7,9.2,0
88055,Bettegney-Saint-Brice,89.4,3,7.6,7.6,92.4,78,16.9,0
88056,Bettoncourt,85.2,5.6,9.3,20.4,79.6,67.4,26.1,0
88057,Le Beulay,82.2,4,13.8,13.5,86.5,89.1,4.3,0
88058,Biécourt,89.4,2.1,8.5,2.1,97.9,88.1,11.9,0
88059,Biffontaine,72,17.3,10.7,6.7,93.3,90.7,8,0
88060,Blémerey,93.6,0,6.4,0,100,83.3,16.7,0
88061,Bleurville,75.9,6.3,17.8,2.8,97.2,87.5,6.7,0
88062,Blevaincourt,61.8,38.2,0,0,100,95.2,2.4,0
88063,Bocquegney,86.4,6,7.6,6.1,92.4,75.4,21.1,0
88064,Bois-de-Champ,62.4,32.2,5.4,15.7,84.3,77.1,22.9,0
88065,Bonvillet,79.8,8.5,11.7,5.8,93.1,87.7,10.9,0
88066,Boulaincourt,90,6.7,3.3,0,100,81.5,11.1,0
88068,La Bourgonce,84.4,8.5,7.1,5.2,94.3,87.9,11,3.4
88069,Bouxières-aux-Bois,83.8,7.4,8.8,7.4,92.6,89.5,8.8,0
88070,Bouxurulles,79.8,7.9,12.4,3.4,96.6,94.4,4.2,0
88071,Bouzemont,75,17.9,7.1,0,100,90.5,9.5,0
88073,Brantigny,95,0.8,4.1,4.4,95.6,90.8,9.2,0
88074,Brechainville,75.8,3,21.2,0,100,96,4,0
88075,La Bresse,45.7,45.9,8.5,49.8,48.5,70.5,26.4,8
88076,Brouvelieures,78.4,7.2,14.4,30.7,68.9,62.8,37.2,10.1
88077,Brû,89.1,5.8,5.1,5.4,93.8,80.8,17.9,0
88078,Bruyères,80.2,3.8,15.9,54.6,44.1,45.2,52.2,19.1
88079,Bulgnéville,89.9,2,8.1,21.4,78.3,67.3,30.7,10.8
88080,Bult,87.7,2.3,10,8.4,91.6,73.2,26.8,0
88081,Bussang,50.6,39,10.4,33.8,63.7,76.2,21.7,8.3
88082,Celles-sur-Plaine,65.1,22.5,12.4,16.9,82.8,73.8,24.3,1.3
88083,Certilleux,84.1,4.4,11.5,5.3,94.7,90.5,9.5,0
88084,Chamagne,88,3.4,8.6,8.1,91.5,85.8,13.6,0
88085,Champdray,51.3,46.5,2.1,2.1,97.9,85.4,8.3,0
88086,Champ-le-Duc,92,3.4,4.6,13.3,86.7,77.7,21.9,0
88087,Chantraine,91,1.4,7.6,42.9,57,63.5,35.4,13.7
88088,La Chapelle-aux-Bois,72.7,12.4,14.9,9,89.5,87.6,11.4,0.3
88089,La Chapelle-devant-Bruyères,69.1,19.5,11.3,3.7,96,86.5,10.7,3.3
88090,Charmes,84.6,0.7,14.7,51.4,48.3,46.7,52.1,19.2
88091,Charmois-devant-Bruyères,88.6,3.1,8.3,11.4,87.6,79.5,17.5,0
88092,Charmois-l'Orgueilleux,79.2,6.1,14.7,2.5,97.5,90.1,9,0
88093,Châtas,54.1,43.2,2.7,10.8,89.2,90,10,0
88094,Châtel-sur-Moselle,87.8,2.3,9.9,37.2,58.6,54.8,43.2,27.2
88095,Châtenois,86.4,2.2,11.3,35.8,63.1,53,44.7,28.4
88096,Châtillon-sur-Saône,46.3,38.2,15.5,0.8,99.2,91.4,5.2,0
88097,Chauffecourt,94.9,0,5.1,0,100,88.9,11.1,0
88098,Chaumousey,84.1,10.8,5.2,8.8,90.5,81.6,16.8,0
88099,Chavelot,91.3,0.6,8.1,20.5,79.5,78,19.9,4.7
88100,Chef-Haut,73.8,11.2,15,3.7,88.8,80,10,0
88101,Cheniménil,88.7,1.3,10,26.3,73.3,68.1,30.7,1
88102,Chermisey,76.1,12.9,11,0,100,88.1,11.9,0
88103,Circourt,80.3,3.9,15.7,8.2,89.7,79.5,20.5,0
88104,Circourt-sur-Mouzon,83.6,10.2,6.1,8,92,77.4,19,0
88105,Claudon,61.6,29.4,9,5.7,93.8,84.4,13.8,4.6
88106,Ban-sur-Meurthe-Clefcy,53.4,41.8,4.8,9.2,90.4,85.9,10.9,0
88107,Clérey-la-Côte,64.8,24.6,10.6,0,100,82.4,0,0
88108,Le Clerjus,58.9,24.1,17,1.9,96.8,88.3,7.2,0
88109,Cleurie,83.7,11.7,4.6,13.6,85.6,83.5,15.1,0
88110,Clézentaine,86,2.8,11.2,5.6,92.5,83.7,14.1,0
88111,Coinches,86.1,4.6,9.2,3.5,93.6,91.3,8.1,0
88113,Combrimont,79.8,9.5,10.7,8.3,90.5,83.6,13.4,6
88114,Contrexéville,83.8,4.7,11.4,48.9,50.4,49.7,48.3,28.4
88115,Corcieux,72,15.7,12.2,31.5,68.3,60.9,35.9,15.1
88116,Cornimont,67.7,19,13.3,37.5,60.9,67.9,30,7.3
88117,Courcelles-sous-Châtenois,77.8,11.1,11.1,4.4,95.6,85.7,8.6,0
88118,Coussey,88,2.9,9.1,8,92,70.8,27.6,8.7
88119,Crainvilliers,76.9,7.7,15.4,4.9,95.1,83.3,14.1,0
88120,La Croix-aux-Mines,68.6,28.5,3,20.6,78.3,73.9,22.5,11.5
88121,Damas-aux-Bois,79.2,5.7,15.1,4.3,95.7,90.9,9.1,0
88122,Damas-et-Bettegney,85.3,3.4,11.3,7.9,89.8,77.5,21.2,0
88123,Damblain,65.1,16.9,18,4.8,94.2,84.6,13,8.9
88124,Darney,74.8,3.4,21.9,37.5,58.6,52.1,45.7,20.2
88125,Darney-aux-Chênes,86.5,6.8,6.8,3.6,96.4,83.3,16.7,0
88126,Darnieulles,92.6,1.1,6.3,10.5,89.3,77.6,21.3,5
88127,Deinvillers,89.8,3.4,6.8,10,90,77.8,18.5,0
88128,Denipaire,86.3,9.2,4.6,13,87,77,17.7,0
88129,Derbamont,76.1,3,20.9,6.2,93.8,86.5,10.8,2.7
88130,Destord,95.3,2.8,1.9,13.1,86.9,73.5,25.5,1
88131,Deycimont,90.1,5.6,4.2,12.7,85.9,77.3,21.1,0.8
88132,Deyvillers,91.6,1.2,7.2,17.7,82.1,72.2,26.2,5.3
88133,Dignonville,94.4,1.1,4.5,7.8,92.2,82.4,14.1,0
88134,Dinozé,89.1,2.3,8.6,11.1,88.4,77.7,20.4,1.9
88135,Docelles,86.2,2.5,11.4,40,59.1,56.1,42.5,18.4
88136,Dogneville,89.1,1.1,9.8,14.3,85.7,83.6,15.1,0.3
88137,Dolaincourt,77,16.8,6.3,0,100,77.8,19.4,0
88138,Dombasle-devant-Darney,70.1,18.7,11.2,11.1,88.9,76.3,18.4,0
88139,Dombasle-en-Xaintois,78.4,6.8,14.9,13.5,86.5,77.6,22.4,0
88140,Dombrot-le-Sec,83.5,2.6,13.9,9.8,89.7,89.5,9.9,0.6
88141,Dombrot-sur-Vair,80,5.2,14.8,8.8,91.2,83.4,12.9,0
88142,Domèvre-sur-Avière,94.7,0,5.3,11,89,82.7,14.8,5.6
88143,Domèvre-sur-Durbion,79.2,7.4,13.4,6.8,93.2,80.4,16.8,0
88144,Domèvre-sous-Montfort,69.5,3.1,27.5,3.1,96.9,95.5,4.5,0
88145,Domfaing,80.3,11.1,8.6,5.1,93.2,90.5,7.4,0
88146,Domjulien,76.4,10.8,12.8,6.7,92.3,86.2,12.5,0
