insee_code,commune_name,percent_main_housing_year_2020,percent_secondary_housing_year_2020,percent_main_housing_year_2020,percent_vacant_year_2020,percent_single_family_home_year_2020,percent_homeownership_year_2020,percent_renting_year_2020,percent_social_housing_year_2020
26382,Saint-Vincent-la-Commanderie,86.8,10.1,3.1,1.2,97.7,87.5,11.2,0.4
27001,Aclou,83.6,12.6,3.8,0,98.8,80.3,17.4,0
27002,Acon,68.3,23.5,8.2,2.5,97.1,85.5,10.2,0.5
27003,Acquigny,89.6,3.3,7,6.8,92.9,71.1,27,8.9
27004,Aigleville,93.2,0.6,6.1,0,99.4,86.3,11.8,0
27005,Ailly,93.5,2,4.5,0,99.8,86.9,11,0
27006,Aizier,63.9,28.9,7.2,0,100,88.7,8.1,0
27008,Alizay,95.7,0.6,3.7,9.8,88.8,59.8,39.1,30.9
27009,Ambenay,72.7,18.6,8.7,0.6,98.8,68,29,20.9
27010,Amécourt,82.8,12.6,4.6,2.3,97.7,88.9,8.3,0
27011,Amfreville-Saint-Amand,90.3,2.5,7.2,4.8,95.1,80.8,16.4,2.3
27012,Amfreville-les-Champs,92.9,3.3,3.8,0.5,98.4,91.8,6.5,0
27013,Amfreville-sous-les-Monts,77.6,12,10.4,0.4,99.2,86.1,11.2,0
27014,Amfreville-sur-Iton,88.1,8.3,3.6,0.7,99,86.7,12.2,0
27015,Andé,89.5,4.7,5.8,0.7,99.3,87.8,11.4,1
27016,Les Andelys,83,3.7,13.3,40.1,59,49.4,47.9,23.6
27017,Angerville-la-Campagne,96.4,0.3,3.3,14.8,85,69.4,29.9,23.3
27018,Appeville-Annebault,84.8,7.5,7.7,1.2,98.8,85.4,13.2,0
27019,Armentières-sur-Avre,62.9,28.5,8.6,0,100,88.1,10.4,0
27020,Arnières-sur-Iton,87.7,2.5,9.7,5.9,93.9,78,21.4,5.2
27021,Asnières,69.9,22.2,7.9,0.5,99,78.2,20.4,0
27022,Le Val d'Hazey,92.8,1.4,5.8,22.5,77.5,60.9,37.4,23.8
27023,Aulnay-sur-Iton,94.6,0.9,4.4,0.6,98.4,88.7,9.6,3
27025,Autheuil-Authouillet,86,8.5,5.6,4.8,94.5,80.3,16.9,0.2
27026,Authevernes,86.8,9,4.2,4.2,94.7,90.9,6.7,0
27027,Les Authieux,87.1,4,8.9,0,98.4,92.6,4.6,0
27028,Authou,79.8,7.3,12.9,4.5,93.8,71.2,28.8,0
27031,Aviron,94.9,1,4.1,0.8,98.8,91.1,7.8,0
27032,Chambois,88.2,6.1,5.6,0.5,99.2,81.8,16,4.3
27033,Bacquepuis,94,3.3,2.7,0.7,99.3,95.9,2.5,0
27034,Bacqueville,86.1,8.1,5.7,0.3,99.3,89.8,9.3,0
27035,Bailleul-la-Vallée,52,39,9,1,99,73.6,22.6,0
27036,Bâlines,83.2,8.8,8,2.3,97.3,83,16.5,8.3
27037,Barc,88.2,5.6,6.2,0,99.6,88.3,10.6,2
27038,Les Barils,23,75.1,1.9,0,99.8,84.5,11.9,7.3
27039,Barneville-sur-Seine,86.3,7.7,6,1.3,98.7,82.6,14.9,0.5
27040,Barquet,76.7,15.9,7.5,0.4,99.1,90.2,9.2,0
27042,Barville,80.1,10,10,0,100,93.5,6.5,0
27043,Les Baux-de-Breteuil,72,25.5,2.5,0.5,99.5,81.3,15.3,0
27044,Les Baux-Sainte-Croix,93.2,2.1,4.7,0.2,99.6,88.6,9.4,2.2
27045,Bazincourt-sur-Epte,86.8,8.5,4.7,0.6,98.7,90.6,8.3,0.7
27046,Bazoques,70.8,18,11.2,0,100,81,17.5,0
27047,Beaubray,81.9,12.9,5.3,2.9,97.1,81.4,17.1,0.7
27048,Beauficel-en-Lyons,60.1,32.5,7.4,0,99.3,91.6,7.2,0
27049,Mesnil-en-Ouche,70.3,19,10.7,3.6,95.4,79.8,18,2.8
27050,Beaumontel,83.6,9.5,7,0.8,99.2,85.8,12.3,0.3
27051,Beaumont-le-Roger,83.1,4.1,12.8,22.6,73,51.3,47.4,17.7
27052,Le Bec-Hellouin,71,21.4,7.6,0.8,99.2,79.9,16.6,0
27053,Le Bec-Thomas,90.6,6.6,2.8,0,99,96.7,1.1,0
27054,Bémécourt,82.2,12.2,5.6,0.7,99.3,81.5,15.4,6.3
27055,Bérengeville-la-Campagne,91.3,5.1,3.6,0,100,79.4,20.6,0.8
27056,Bernay,86.5,3.6,9.9,45.9,51.7,40.4,57.1,24.7
27057,Bernienville,91.2,4,4.8,0.8,98.4,80.6,17.6,0
27059,Bernouville,90.4,4.4,5.2,0.7,99.3,89.3,8.2,4.9
27061,Berthouville,77.3,16.3,6.4,0,98.3,81.2,14.3,0
27062,Les Monts du Roumois,90.6,4,5.4,0.7,99,92.4,7.1,0
27063,Berville-la-Campagne,87.6,5.2,7.2,0,100,75.6,22.1,0
27064,Berville-sur-Mer,73.5,21.2,5.4,0.3,98.9,91.1,8.5,0
27065,Beuzeville,83.5,7.1,9.5,31.6,67.9,49.7,49,9.1
27066,Bézu-la-Forêt,70.7,20.3,9,3.5,95.9,85.7,8.3,0
27067,Bézu-Saint-Éloi,92.4,2.1,5.5,7,92.1,84,14.4,3.3
27068,Bois-Anzeray,66.5,23.5,10,0,98.2,78.7,18.7,4
27069,Bois-Arnault,78.9,14.6,6.5,0,100,83.9,14.7,3.7
27070,Frenelles-en-Vexin,86.9,8.4,4.7,2.5,97.5,87.9,10.3,0
27071,Le Bois-Hellain,69.3,26.9,3.8,0,98.5,91.2,6.6,0
27072,Bois-Jérôme-Saint-Ouen,90.4,5.4,4.2,0.9,98.4,92,5.6,0
27073,Bois-le-Roi,85.9,10.3,3.8,2,98,88.3,10.8,0.9
27074,Boisney,87.6,9,3.4,0.7,99.3,88.7,11.3,0
27075,Bois-Normand-près-Lyre,67.7,18.6,13.7,0,100,89,6.1,0
27076,Boisset-les-Prévanches,84.9,8.3,6.8,0,99.5,78.2,19,0
27077,Boissey-le-Châtel,89.2,2.8,7.9,6.8,93.2,63.4,34.8,19.4
27078,La Boissière,76.4,18.1,5.6,3.5,96.5,87.3,10,1.8
27079,Boissy-Lamberville,81,14.4,4.6,1.1,98.3,85.1,12.8,0
27081,Boncourt,84.9,10.4,4.6,0,98.9,88,12,0
27082,La Bonneville-sur-Iton,92.3,1.1,6.6,19,80.3,57.3,41.8,27.5
27083,Bonneville-Aptot,80.7,14.1,5.3,1.8,97.3,89,8.8,1.1
27085,Flancourt-Crescy-en-Roumois,92.7,2.6,4.7,0.5,99.2,90,9.3,0.9
27089,Thénouville,90,4.7,5.3,0.9,98.4,93.6,6.2,0.2
27090,Bosroumois,94.7,1.5,3.8,2.5,96.2,82.2,17.3,6.2
27091,Bosgouet,88.8,3.7,7.5,2.1,97.6,85.6,13.7,0
27094,Bosquentin,60.5,33.3,6.2,3.6,93.9,86,14,0
27095,Bosrobert,88.7,6.5,4.7,0,100,88.9,9.8,0
27096,Les Bottereaux,67.3,28.1,4.6,0.5,96.8,88.4,10.2,0
27097,Bouafles,91,4,5,1.6,98,88.3,11.3,0
27098,Bouchevilliers,83.1,14.5,2.4,2.4,97.6,68.6,28.6,0
27099,Le Boulay-Morin,94.9,0,5.1,3.5,96.5,84.2,14.5,0
27100,Boulleville,69.2,26.2,4.6,25.1,74.9,71.1,27.9,10.4
27101,Bouquelon,86.2,12,1.8,0,99.5,82.3,16.6,0.5
27102,Bouquetot,91.1,2.5,6.4,3,96.5,85.7,13.5,0
27103,Bourg-Achard,89.9,1.8,8.2,24.3,75.4,56.6,41.7,17
27104,Bourg-Beaudouin,93.5,1.4,5.1,1,98.6,89.1,9.8,0.4
27105,Grand Bourgtheroulde,92,1.3,6.7,19.4,80.3,68.9,30.2,8.9
27106,Bournainville-Faverolles,89.5,5.9,4.5,0,99.5,87.3,11.7,0
27107,Bourneville-Sainte-Croix,88.8,6.2,5,2.8,96.9,77.4,22.4,6
27108,Bourth,79.1,14.7,6.2,2.6,96.7,72.3,25.2,9.1
27109,Bray,89.2,4.8,6,0,98.8,86.5,12.8,0
27110,Brestot,87,10,3.1,0.4,99.2,89.6,8.8,0.4
27111,Bretagnolles,82,13,5,0,100,84.3,13.3,0
27112,Breteuil,77.8,6.5,15.7,21.2,78.6,61.4,36.5,14.8
27113,Brétigny,80.3,10.5,9.2,0,100,83.6,16.4,0
27114,Breuilpont,81.9,9.8,8.3,6.2,93.6,77.3,20.9,3.7
27115,Breux-sur-Avre,68.6,24.5,6.9,2.4,97.6,89.3,6.4,0
27116,Brionne,84.3,3.3,12.4,26,73.3,51,47.2,22.3
27117,Broglie,77.2,4.3,18.5,21,78.8,54.7,41.2,15.9
27118,Brosville,85.7,5.7,8.6,1.1,98.2,86.3,11.2,0
27119,Bueil,89.6,3.3,7.1,4.9,94,85,13.7,1.9
27120,Burey,89.8,3.4,6.8,2.3,97.1,86.1,13.3,0
27123,Caillouet-Orgeville,86.2,3.6,10.2,21,76.8,68.5,30.5,0
27124,Cailly-sur-Eure,72.5,17.8,9.7,0,100,83.9,15.1,0
27125,Calleville,88.3,6,5.7,0,99.4,82.5,16.1,0
27126,Campigny,88.3,6.2,5.4,0.2,98.5,83.7,15.3,2.6
27127,Canappeville,94.1,3,3,0.4,99.3,88.9,9.5,0
27129,Caorches-Saint-Nicolas,87.4,7.7,4.9,1,99,88.3,10.5,0
27130,Capelle-les-Grands,75.5,19.5,5,0,100,87.3,10.2,0
27132,Caugé,93.4,1.9,4.7,0.3,99.1,90,8.9,0
27133,Caumont,89.3,3.7,6.9,0.4,99.1,89,9.2,0
27134,Cauverville-en-Roumois,90.3,0,9.7,0,100,84.7,15.3,0
27135,Cesseville,90.6,3.1,6.2,0,100,84.5,13.8,0
27136,Chaignes,89.3,8.4,2.3,2.3,97.7,86.3,9.4,0
27137,Chaise-Dieu-du-Theil,66.4,20.6,12.9,0,100,82.3,11,0
27138,Chamblac,76.8,15.1,8,0.9,99.1,92,6,0
27139,Chambord,65.3,25.6,9.1,0,99.1,82.9,13.2,0
27140,Chambray,79.5,14.7,5.8,2.6,97.4,86.9,10.9,0
27141,Champ-Dolent,79.7,14.5,5.8,2.8,97.2,89.3,7.1,0
27142,Champenard,88.8,4.7,6.5,2.8,97.2,88.4,10.5,0
27144,Champigny-la-Futelaye,83.8,8.5,7.7,0.8,99.2,91.7,7.3,0
27146,La Chapelle-Bayvel,79.4,16.4,4.2,0,99.4,87.7,12.3,0
27147,La Chapelle-du-Bois-des-Faulx,93.8,3.5,2.7,0,98.8,90.9,5.8,0.4
27148,La Chapelle-Gauthier,84.6,11.5,3.8,0,99.5,82.4,15.9,0
27149,La Chapelle-Hareng,70,21.7,8.3,0,100,87.2,10.3,0
27151,Charleval,88.9,2.1,9.1,11.6,87.8,61.3,36.9,13.7
27152,Château-sur-Epte,88.1,2.3,9.6,11.6,88,85.9,10.1,0
27153,Chauvincourt-Provemont,87.5,9.4,3.1,0.7,98.1,93.5,4.4,0
27154,Chavigny-Bailleul,87.2,5.4,7.4,0,100,87.6,11.1,0
27155,Chennebrun,53.5,35.2,11.4,0,98.9,70.8,27.1,0
27156,Chéronvilliers,77.5,16,6.5,1.1,98.5,81.2,17.4,12.2
27157,Marbois,83.3,8.2,8.5,0.2,99.3,87,10.8,0
27158,Cierrey,96.5,2.9,0.6,0.3,99.7,89.3,8.3,0.3
27161,Claville,94.2,2.1,3.8,1.9,97.9,83.1,16,5.3
27162,Collandres-Quincarnon,80.1,11.9,7.9,0,97.6,91,7.9,0
27163,Colletot,81.2,14.1,4.7,0,98.8,85.5,14.5,0
27164,Combon,92.1,2.1,5.9,0.6,99.4,88.1,10,0
27165,Conches-en-Ouche,87.6,2.9,9.5,28.5,71.3,46.9,51,24.7
27167,Condé-sur-Risle,76.7,18.3,5,0,96.8,90.9,7.8,0
27168,Connelles,72.2,25.7,2.1,1,99,93.2,4.1,0
27169,Conteville,79.6,14.6,5.8,7.4,92,73.6,25.4,15.6
27170,Cormeilles,76.3,7.7,16,24.3,74.8,49.4,48.4,6.5
27171,Le Cormier,78.5,15.9,5.6,1,98.5,85,11.8,0
27173,Corneville-la-Fouquetière,79.9,11,9.1,0,98.1,76.7,18.6,0
27174,Corneville-sur-Risle,89.1,4.6,6.3,1.4,97.4,83.3,14.8,2.4
27176,Coudray,82.3,9.4,8.3,4.1,95.9,83.8,16.2,0
27177,Coudres,82,9.2,8.8,1.6,98.1,85.9,12.7,0
27179,Courbépine,87.7,6.4,5.8,0,99.7,88.1,11.2,0.4
27180,Courcelles-sur-Seine,93.3,0.2,6.5,7.3,91.7,81.8,16.4,4.3
27181,Courdemanche,82,11.8,6.1,2.4,97.2,93.8,4.6,0
27182,Courteilles,59.1,33.6,7.3,0,100,84.6,10.8,0
27183,La Couture-Boussey,86.9,5.2,7.9,10.4,89.3,80.9,16.8,3.7
27184,Crasville,94.7,0,5.3,0,100,90.7,5.6,0
27185,Crestot,93.4,1.6,5.1,0,100,96,4,0.5
27187,Criquebeuf-la-Campagne,91.8,3,5.2,0,100,85.4,11.4,0
27188,Criquebeuf-sur-Seine,92.6,2,5.4,4.5,95.5,73.6,24.5,1.2
27189,La Croisille,92.3,6.6,1.1,0,98.9,88.9,9.5,0
27190,Croisy-sur-Eure,86.2,7.8,6,9.5,90.5,84,15,0
27191,Clef Vallée d'Eure,87.4,7.3,5.3,4.7,95,80.7,16.9,3.5
27192,Crosville-la-Vieille,92.9,2.3,4.9,1.6,98.4,87.6,12.1,0
27193,Croth,90.6,5.6,3.7,4,95,85.1,12.5,3.8
27194,Cuverville,87,5.6,7.4,0,97.2,92.2,6.7,0
27196,Les Damps,94.2,1.5,4.3,15.6,84.2,68.4,30.7,13.3
27198,Mesnils-sur-Iton,81.8,8.1,10.1,8.4,90.5,75.7,22.5,6.7
27199,Dangu,85.5,4.7,9.8,7,93,79.8,17.6,0
27200,Dardez,91.3,1.1,7.6,0,100,84.5,13.8,0
27201,Daubeuf-la-Campagne,86.9,1.9,11.3,0,99.1,82.8,12.9,0
27202,Daubeuf-près-Vatteville,81.4,13.1,5.5,0,100,88.1,10.8,0
27203,Douains,86.7,5.5,7.8,0.9,99.1,85.7,10.1,0
27204,Doudeauville-en-Vexin,88.8,5.2,6,0.7,99.3,84,14.3,0
27205,Douville-sur-Andelle,88.5,0.9,10.6,4.1,95.9,64.2,35.8,13.7
27206,Droisy,79.4,15.6,5,1.4,98.2,86.1,11.6,0
27207,Drucourt,82.4,13.8,3.8,1,97.4,84.4,14,0
27208,Duranville,86.3,9.6,4.1,2.7,96,85.9,14.1,0
27209,Écaquelon,80.1,15.5,4.4,0.3,98,89,8.9,0
27210,Écardenville-la-Campagne,85.4,5.2,9.5,0.9,97.3,83.6,14.8,0
27212,Écauville,89.4,4.2,6.4,0,100,83.7,16.3,0
27213,Vexin-sur-Epte,83.8,8.9,7.3,2.7,97.1,83.8,13.8,1.4
27214,Écouis,85.7,5,9.3,8.2,91.8,73.3,25.3,4.4
27215,Ecquetot,91.7,3.8,4.4,1.4,98.6,86,12.7,0
27216,Émalleville,96.5,2.5,1,0,100,91.7,7.2,0
27217,Émanville,90.3,6.3,3.4,0,100,77.6,21.9,2.3
27218,Épaignes,80.7,14.6,4.7,5.3,93,69.7,28.7,11.9
27219,Épégard,92,4.2,3.8,0,100,93.6,6,0
27220,Épieds,80.9,9.6,9.6,4.8,94.7,78.3,20.4,0
27222,Épreville-en-Lieuvin,61.5,30.8,7.7,1.6,98.4,80.8,19.2,0
27224,Épreville-près-le-Neubourg,95.1,3,2,0,100,86.5,11.4,0
27226,Étrépagny,90.3,2.4,7.3,20.2,79,60.6,37.3,15.4
27227,Étréville,90.6,4.9,4.5,0.4,99.3,79.1,19.3,0.8
27228,Éturqueraye,88.9,3.2,8,0.8,97.6,82.8,17.2,0
27229,Évreux,84.9,1.3,13.8,69.3,29.3,31.8,66.6,37
27230,Ézy-sur-Eure,89.5,2.8,7.7,22.2,76.7,66.8,32.3,8.7
27231,Fains,85.4,10.7,3.9,0.5,98.6,88,9.7,0
27232,Farceaux,85.6,11.5,2.9,0.7,98.5,93.2,4.2,0
27233,Fatouville-Grestain,71.5,21.4,7.1,1.9,97.4,89.9,9.2,0
27234,Fauville,93.7,2.1,4.2,3.7,96.3,65.9,31.9,1.5
27235,Faverolles-la-Campagne,86.9,7.9,5.3,0,100,83.9,8.1,0
27237,Le Favril,68.1,29.9,1.9,0.9,97.2,83.8,13.5,0
27238,Ferrières-Haut-Clocher,93.3,4.2,2.5,1.7,98.3,86.1,13.6,4.7
27239,Ferrières-Saint-Hilaire,81.3,13.7,5,2.1,96.2,85.1,12.8,0.5
27240,La Ferrière-sur-Risle,63.1,19.3,17.6,8,92,67.6,30.6,0
27241,Feuguerolles,83.7,12.8,3.5,0,100,84.9,15.1,0
27242,Le Fidelaire,73.1,17.3,9.6,0.2,99.3,80.7,16.8,2.5
27243,Fiquefleur-Équainville,76,17.5,6.5,3.3,95.2,79.9,16.5,0
27245,Fleury-la-Forêt,63.1,31.6,5.3,1.6,98.4,90.7,9.3,0
27246,Fleury-sur-Andelle,88.6,1.5,9.9,26,68.2,47.8,49.6,16
27247,Flipou,84.1,9.3,6.6,0,99.3,85.8,12.6,0.7
27248,Folleville,88.4,5.4,6.2,0,100,94,4.8,1.2
27249,Fontaine-Bellenger,96.2,2.4,1.4,0.5,99.5,91.9,7.6,0
27251,Fontaine-l'Abbé,84.7,6.6,8.8,0.4,99.6,79.6,19.5,6.9
27252,Fontaine-la-Louvet,71.1,25,3.8,1,98.5,87.8,9.5,0
27254,Fontaine-sous-Jouy,80.4,16.4,3.2,4.1,95.9,82.6,16.3,0.3
27256,La Forêt-du-Parc,93,4.9,2.1,0,100,86.3,12.4,0.9
27258,Fort-Moville,71.9,23.6,4.6,0.4,98.9,86.3,11.6,0
27259,Foucrainville,74.1,19.4,6.5,0,100,94.1,5.9,0
27260,Foulbec,85.9,9.3,4.8,0.7,99.3,88.4,10.8,0
27261,Fouqueville,91,2,7,0.5,99,91.3,8.7,0
27263,Le Perrey,88,7.6,4.5,1.9,98,87.2,11.1,0.6
27266,Franqueville,91.1,4.4,4.4,0,100,90.2,7.3,0
27267,Freneuse-sur-Risle,72.1,21.2,6.8,0.5,98.6,87.5,12.5,0
27269,Fresne-Cauverville,75.2,18.8,6,0.8,99.2,83.5,16.5,0
27271,Fresney,85.9,8.5,5.6,0.7,97.9,78.7,17.2,0
27273,Gadencourt,80.9,13.6,5.5,2.2,97.8,86.5,10.2,0
27275,Gaillon,88.3,1.1,10.6,56.8,42.8,38.9,59.1,32.7
27276,Gamaches-en-Vexin,84.6,8.4,7,0.7,99.3,82.2,15.4,0
27277,La Baronnie,90.6,6,3.3,0,99.7,87.5,11.8,0
27278,Garennes-sur-Eure,69.5,24.6,6,5.7,74.6,85.2,12.2,1.8
27279,Gasny,91.5,2,6.4,18.5,80.5,67.1,31,13.6
27280,Gauciel,94.2,1.9,3.8,0.5,99,77.6,19.4,0.5
27281,Gaudreville-la-Rivière,80.2,15.3,4.5,0,100,91.2,6.6,0
27282,Gauville-la-Campagne,94.1,0.7,5.2,0,100,85.3,14.4,0
27284,Gisors,89.4,2,8.7,53.4,44.9,40.3,58.1,34.6
27285,Giverny,76.4,12.2,11.5,11.6,87.4,78.4,19.3,0
27286,Giverville,82.5,8.5,9,2.4,97.1,70.9,27.4,1.8
27287,Glisolles,92.7,3.1,4.1,2.6,96.9,83.5,13.7,3.3
27288,Glos-sur-Risle,87.5,6.8,5.7,0,100,73.6,25.5,3.9
27289,La Goulafrière,63.5,22.3,14.3,0,99.1,84.5,12.7,0
27290,Goupil-Othon,87.8,7.8,4.5,1.2,98.8,85.9,12.5,1.2
27291,Gournay-le-Guérin,62,29.6,8.4,0,100,85.2,14.8,0
27294,Val d'Orger,87.8,6.7,5.5,2.2,97.8,89.6,8.1,0
27295,Grand-Camp,86.6,9.2,4.2,0,100,82.6,14,0
27298,Graveron-Sémerville,87.8,7.1,5,0.7,98.6,81.3,18.7,0
27299,Gravigny,91.8,0.7,7.5,37.2,62.6,49.6,48.8,26.6
27300,Grosley-sur-Risle,73,16.3,10.7,1,98,85.8,12.8,1.9
27301,Grossœuvre,94.3,1.1,4.6,0,100,87.5,11.7,3.5
27302,Le Bosc du Theil,92.6,3,4.4,1.1,98.6,89.5,8.7,0.2
27304,Guerny,77.9,17.9,4.2,4.2,95.8,78.4,16.2,0
27306,Guichainville,96.1,0.7,3.2,1.4,98.4,81.8,17,4.2
27307,Guiseniers,86,5.6,8.4,2,98,90,8.5,0
27309,L'Habit,79,18.2,2.8,0.4,99.2,90.7,9.3,2.5
27310,Hacqueville,86.5,6,7.5,0,100,90.2,8.5,0
27311,Harcourt,85.3,7.1,7.6,2.2,97.1,77.9,20.7,2.6
27312,Hardencourt-Cocherel,78.3,17.7,4.1,0,100,88.6,9.6,0
27313,La Harengère,94.9,3,2.1,0,100,91,9,4.5
27315,Harquency,84.8,9.4,5.8,4.3,94.2,90.6,7.7,0
27316,Hauville,90.6,5.1,4.2,0.2,99.6,85.3,12.9,0.8
27317,La Haye-Aubrée,86.6,9.2,4.2,1,99,84.5,15.5,0
27318,La Haye-de-Calleville,85.5,8.1,6.5,2.4,96.8,83,16.1,0
27319,La Haye-de-Routot,91.3,5.3,3.3,0,99.2,93.2,6,0
27320,La Haye-du-Theil,88.6,4.9,6.5,0,100,91.2,8.8,0
27321,La Haye-le-Comte,94.9,1.7,3.4,0,100,78.6,17.9,0
27322,La Haye-Malherbe,90.6,1.8,7.6,5.1,94.9,85.3,12.6,1.3
27323,La Haye-Saint-Sylvestre,69.2,28.6,2.2,0.5,97.3,70.3,25.9,11
27324,Hébécourt,84.5,12.1,3.5,0.7,99.3,83.3,14.7,0
27325,Hecmanville,85.7,7.8,6.5,0,100,89.4,7.6,0
27326,Hécourt,77.2,15.2,7.6,1.2,98.8,80.6,14.6,0
27327,Hectomare,90.6,5.2,4.2,0,100,89.7,10.3,0
27329,Hennezis,92.7,2.1,5.2,0.3,99.4,88.8,9.2,0
27330,Herqueville,71,10.5,18.6,21.8,78.2,72.6,25.8,17.7
27331,Heubécourt-Haricourt,89.9,5.8,4.3,0,100,89.6,9.3,0
27332,Heudebouville,93,3.8,3.3,10.9,88.3,67.5,30.7,4.1
27333,Heudicourt,87.9,7.9,4.1,0.3,98.6,88.6,10.2,0
27334,Heudreville-en-Lieuvin,64.9,24.3,10.8,0,100,81.2,16.7,0
27335,Heudreville-sur-Eure,89.2,6,4.9,1.3,98.5,83,15.1,0.2
27336,La Heunière,93.7,3.1,3.1,0,98.8,90.9,7.9,0
27337,Heuqueville,86,11.6,2.3,0,99.4,89.2,8,0
27338,Les Hogues,78.4,14.6,6.9,1.1,98.9,88,11.6,0
27339,Hondouville,91,4.2,4.8,1.8,98.2,83.5,15.6,2.8
27340,Honguemare-Guenouville,91.2,3.5,5.3,0.3,99.4,88.3,9.2,1.1
27341,L'Hosmes,53.8,42.5,3.7,0,100,89.7,3.4,0
27342,Houetteville,84,9,7,3.9,94.1,91.9,5.8,0
27343,Houlbec-Cocherel,84.2,13.2,2.6,0.3,98.9,91.7,6.6,0
27345,La Houssaye,61.1,33.6,5.3,0,100,95.2,3.8,0
27346,Houville-en-Vexin,90.7,6.2,3.1,0,100,88.6,10.2,0
27347,Huest,93.3,0.6,6.1,2.1,96.7,79.9,19.8,6.5
27348,Igoville,94.2,0.3,5.5,10.3,89.7,79.5,19.2,3.6
27349,Illeville-sur-Montfort,88.9,5.2,6,0,100,90.8,8,0.3
27350,Illiers-l'Évêque,80.5,13.6,5.9,0.9,98.9,87.3,9.7,0
27351,Incarville,94.2,2.8,3,1.6,98.2,79.1,18.3,6.3
27353,Irreville,92.6,3.2,4.2,0.6,99.4,87,11.1,0.5
27354,Iville,87.6,3.5,8.9,1.9,98.1,79.4,19.3,0
27355,Ivry-la-Bataille,85.3,3.4,11.3,34.4,65.2,60.8,36.8,9.4
27358,Jouy-sur-Eure,85.2,10.2,4.6,4.2,95.8,80.9,18.2,0
27359,Juignettes,75,20.5,4.5,0,99.1,88.4,11.6,0
27360,Jumelles,90.9,5.3,3.8,1.5,98.5,89.2,9.2,0
27361,La Lande-Saint-Léger,78.1,18.7,3.2,1.1,98.4,87.7,11.6,0
27363,Le Landin,79.7,10.1,10.1,0,99,75.6,20.5,0
27364,Launay,82.2,11.8,5.9,0,100,93.7,5.1,0
27365,Léry,92.1,1.5,6.3,30.5,69.4,54.9,44.6,27.8
27366,Letteguives,93.3,2.2,4.5,0,100,89.2,9.6,0
27367,Lieurey,77,14.6,8.4,5.7,93.9,69.2,29.8,6.1
27368,Lignerolles,77.5,15.7,6.8,0,100,86.8,12.4,0
27369,Lilly,63.8,34,2.1,0,97.9,76.7,23.3,10
27370,Lisors,76,19,5,2,96,88.2,7.9,0
27371,Livet-sur-Authou,67,27.3,5.6,0,99.1,90.1,8.5,0
27372,Longchamps,87.7,7.9,4.5,0.7,97.9,86.7,11.3,0
27373,Lorleau,52,31.6,16.3,0,99,78.4,21.6,0
27374,Louversey,83.4,12.8,3.8,0.3,99,91.8,7.5,0
27375,Louviers,89.2,1.4,9.5,50.6,48.2,37.5,60.2,34.4
27376,Louye,74.6,14.8,10.7,1.6,98.4,91.1,5.6,0
27377,Lyons-la-Forêt,67.7,20.3,12,19.5,80.3,54.2,39.6,8.3
27378,La Madeleine-de-Nonancourt,84.1,9.2,6.7,2.4,97.1,85.9,12.3,0
27379,Mainneville,82.7,6.5,10.8,1.9,98.1,87,11.3,0
27380,Malleville-sur-le-Bec,84.2,13.3,2.5,0,100,83.2,16.8,0
27381,Malouy,86.8,7.9,5.3,0,96,76.9,23.1,1.5
27382,Mandeville,93.1,1.5,5.4,1.5,98.5,92.6,7.4,0
27383,Mandres,84.4,10.4,5.2,0.5,99,89.1,7.1,0
27384,Manneville-la-Raoult,73,23.2,3.8,0,99.3,85.2,13.8,0
27385,Manneville-sur-Risle,88.4,4.4,7.1,8,91.9,68.9,29.9,5.3
27386,Le Manoir,92,1.7,6.3,25.2,74.6,54.9,43.8,29.6
27388,Marais-Vernier,75.2,14.7,10.2,0.4,97.4,83,16,0
27389,Marbeuf,92.2,5.4,2.4,2,97.4,83.5,15,0
27390,Marcilly-la-Campagne,87.8,8.1,4.1,1.4,98.3,90.8,7.8,0
27391,Marcilly-sur-Eure,82.1,11.1,6.9,3.2,95.7,88.7,10.4,0
27392,Martagny,58.7,34.5,6.7,1,99,76.7,16.7,0
27393,Martainville,79,17.4,3.7,0.4,99.1,90.6,7.8,0
27394,Martot,90.7,2.1,7.2,4.1,92.8,84.1,13.6,0
27395,Mélicourt,71,15.5,13.5,0,100,81.1,13.5,0
27396,Ménesqueville,81.5,11.7,6.8,0.9,97.7,86.2,9.9,0
27397,Ménilles,88.3,5,6.6,7.8,92.2,67.6,30.7,13.8
27398,Menneval,91.5,3,5.5,2,97.8,75.7,22.8,0
27399,Mercey,85.5,3.6,10.9,0,100,69.6,17.4,0
27400,Merey,78.2,11.7,10.2,4.1,95.9,91.6,6.5,0
27401,Le Mesnil-Fuguet,89.7,2.3,8,0,100,87.2,9,0
27403,Le Mesnil-Jourdain,91.7,3.7,4.6,0.9,99.1,86.1,10.9,0
27404,Mesnil-Rousset,66.2,33.8,0,0,100,79.1,20.9,0
27405,Mesnil-sous-Vienne,64.7,22.2,13.1,1.3,98.7,87.3,10.9,0
27406,Mesnil-sur-l'Estrée,86.9,7.7,5.5,7.8,92,88.2,10.6,0.5
27407,Mesnil-Verclives,82.2,15.8,2.1,0,100,85.1,14.9,0
27408,Mézières-en-Vexin,88.1,5.6,6.3,0,99.6,91.3,7,0
27410,Miserey,93,2.5,4.5,6.2,93.8,80,17.6,0
27411,Moisville,86.6,10.7,2.7,0,100,96.9,1,0
